season,week,team,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance
2025,1,ARI,REG,NO,21,29,163,2,0,5,-33,0,0,166,100,11,1.524799326,-1.733811046,0,27,146,0,0,0,6,1.158539803,0,21,29,163,2,0,0,166,100,11,8.77765306,0,0,36,2,36,3,10,0,1,6,2,0,0,10,0,0,0,0,0,0,0,0,0,9,54,0,3,30,3,73,2,3,0,1,50,0.666666667,0,0,0,1,1,0,0,0,0,0,0,0,42;50,NA,46,92,0,46,2,2,0,0,1,0,0,0,0,0
2025,1,ATL,REG,TB,27,42,298,1,0,1,-9,0,0,288,189,16,9.624095207,-5.938342639,0,28,69,1,1,0,6,-5.766494454,0,27,42,298,1,0,0,288,189,16,11.56169948,0,0,27,1,25,2,3,0,1,8,3,0,0,7,0,0,0,0,1,2,0,0,0,8,55,6,2,29,5,125,2,3,1,0,41,0.666666667,0,0,1,1,0,0,0,0,0,1,0,0,41;36,44,NA,77,44,0,2,2,0,0,1,0,0,0,0,0
2025,1,BAL,REG,BUF,14,19,209,2,0,2,-15,0,0,173,109,8,8.798420578,8.720899256,0,29,238,3,2,1,10,10.48651435,0,14,19,209,2,0,0,173,109,8,12.06460381,0,0,51,2,22,3,8,1,1,5,3,0,0,4,0,0,0,0,1,1,0,0,0,7,51,5,1,6,6,167,2,2,0,0,52,1,0,0,0,1,1,0,0,0,0,0,0,0,52;49,NA,NA,101,0,0,4,5,1,0,0.8,0,0,0,0,0
2025,1,BUF,REG,BAL,33,46,394,2,0,1,-5,0,0,400,148,19,14.23371439,8.594318959,0,31,108,3,0,0,9,1.987570705,0,33,45,394,2,1,0,400,148,19,15.71253553,0,0,44,0,8,5,45,2,2,15,4,0,0,1,0,0,0,0,0,0,1,1,0,5,38,6,1,0,7,193,3,3,0,0,43,1,0,1,1,1,0,0,0,0,0,0,0,0,25;43;32,NA,NA,100,0,0,2,2,0,0,1,1,1,0,0,32
2025,1,CAR,REG,JAX,18,35,154,1,2,1,-12,0,0,269,60,8,-15.40268957,-12.37158276,0,25,113,0,1,1,5,0.019907066,0,18,34,154,1,0,0,269,60,8,-11.74028114,0,0,42,0,20,1,2,0,0,0,1,1,10,4,0,0,0,0,0,0,0,0,0,4,35,6,2,0,2,43,1,1,0,0,48,1,0,0,0,1,0,0,0,0,0,0,0,0,48,NA,NA,48,0,0,1,1,0,0,1,0,0,0,0,0
2025,1,CHI,REG,MIN,21,35,210,1,0,2,-12,0,0,263,77,10,-6.988247807,-6.666884966,0,26,119,1,0,0,7,2.531188894,0,21,34,210,1,0,0,263,77,10,-2.97034723,0,0,34,4,22,6,15,0,3,9,5,1,74,5,1,0,0,0,0,0,0,0,0,12,127,5,4,37,4,125,1,2,1,0,42,0.5,0,0,0,1,0,0,0,0,0,0,1,0,42,50,NA,42,50,0,3,3,0,0,1,0,0,0,0,0
2025,1,CIN,REG,CLE,14,23,113,1,0,3,-18,0,0,169,49,7,-0.331592737,-1.933407784,0,23,46,1,0,0,3,-5.002946501,0,14,23,113,1,0,0,169,49,7,2.852458836,0,0,36,8,42,4,16,0,2,12,5,2,9,6,0,0,0,0,0,0,0,0,0,7,33,5,1,23,3,70,1,1,0,0,35,1,0,0,1,0,0,0,0,0,0,0,0,0,35,NA,NA,35,0,0,2,2,0,0,1,0,0,0,0,0
2025,1,CLE,REG,CIN,31,45,290,1,2,2,-12,0,0,273,173,13,-1.842127516,2.374263037,0,24,49,1,0,0,5,-1.793224176,0,31,42,290,1,0,0,273,173,13,2.456954128,0,0,31,4,22,8,30,0,3,18,7,0,0,5,0,0,0,0,0,0,0,0,0,7,53,4,3,41,4,105,1,2,1,0,45,0.5,0,0,0,1,0,0,0,0,1,0,0,0,45,36,NA,45,36,0,1,2,1,0,0.5,0,0,0,0,0
2025,1,DAL,REG,PHI,21,34,188,0,0,0,0,0,0,329,75,9,1.654375271,0.172881827,0,22,119,2,1,1,8,0.756882135,0,21,33,188,0,0,0,329,75,9,1.183414347,0,0,36,2,32,5,15,0,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,4,42,6,0,0,5,101,2,2,0,0,53,1,0,0,0,1,1,0,0,0,0,0,0,0,41;53,NA,NA,94,0,0,2,2,0,0,1,0,0,0,0,0
2025,1,DEN,REG,TEN,25,40,176,1,2,1,-10,1,1,213,94,9,-7.655766741,-1.672002512,0,30,151,1,0,0,5,-4.498567478,0,25,37,176,1,0,0,213,94,9,-0.273178564,0,0,30,6,26,7,51,2,6,50,14,0,0,4,0,1,0,0,0,0,2,2,0,6,45,4,4,47,3,82,2,2,0,0,39,1,0,0,2,0,0,0,0,0,0,0,0,0,39;33,NA,NA,72,0,0,2,2,0,0,1,0,0,0,0,0
2025,1,DET,REG,GB,31,39,225,1,1,4,-25,0,0,163,121,13,1.374377858,11.3394189,0,22,46,0,0,0,2,-5.360156191,0,31,38,225,1,0,0,163,121,13,9.983375241,0,0,32,2,18,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,7,40,2,2,19,5,116,2,2,0,0,30,1,0,1,1,0,0,0,0,0,0,0,0,0,30;27,NA,NA,57,0,0,1,1,0,0,1,0,0,0,0,0
2025,1,GB,REG,DET,16,22,188,2,0,0,0,0,0,253,39,8,10.06529425,13.07494031,0,25,78,1,0,0,4,-2.420747269,0,16,22,188,2,0,0,253,39,8,10.06529425,0,0,38,5,41,9,32,0,4,25,9,1,0,2,0,0,0,0,0,0,0,0,0,4,40,3,3,32,2,39,2,2,0,0,38,1,0,0,2,0,0,0,0,0,0,0,0,0,34;38,NA,NA,72,0,0,3,3,0,0,1,0,0,0,0,0
2025,1,HOU,REG,LA,19,27,188,0,1,3,-37,0,0,172,73,7,-4.065033345,-0.974656145,0,27,114,0,0,0,8,1.051896472,0,19,27,188,0,1,1,172,73,7,-2.531756629,0,0,35,3,23,5,42,1,3,21,6,0,0,1,0,0,0,0,0,0,1,1,0,11,80,4,2,20,1,11,3,3,0,0,53,1,0,0,0,1,2,0,0,0,0,0,0,0,51;45;53,NA,NA,149,0,0,0,0,0,0,NA,0,0,0,0,0
2025,1,IND,REG,MIA,22,29,272,1,0,1,-10,0,0,196,112,14,12.99771335,5.388343026,0,40,156,2,0,0,11,5.522064567,0,22,29,272,1,0,0,196,112,14,14.7199119,0,0,26,2,24,4,16,1,3,13,6,2,20,5,0,0,0,0,0,0,1,1,0,4,45,3,0,0,1,27,4,4,0,0,48,1,0,2,1,1,0,0,0,0,0,0,0,0,24;35;28;48,NA,NA,135,0,0,3,3,0,0,1,0,0,0,0,0
2025,1,JAX,REG,CAR,19,31,178,1,1,0,0,0,0,223,80,9,1.313112948,-4.054062428,0,32,200,1,0,0,11,6.582180511,0,19,29,178,1,0,0,223,80,9,3.198194113,0,0,29,0,32,2,13,1,1,12,5,2,0,9,0,0,0,0,0,0,1,1,0,11,93,3,1,7,2,32,4,4,0,0,47,1,0,1,2,1,0,0,0,0,0,0,0,0,35;47;36;28,NA,NA,146,0,0,2,2,0,0,1,0,0,0,0,0
2025,1,KC,REG,LAC,24,39,258,1,0,2,-9,0,0,271,116,9,3.448552679,-5.992776312,0,17,98,1,0,0,8,8.906440938,0,24,38,258,1,0,0,271,116,9,5.57010922,0,0,40,2,18,6,17,1,3,14,4,0,0,2,0,0,0,0,1,1,0,0,0,10,71,6,2,7,5,147,3,3,0,0,59,1,0,1,1,0,1,0,0,0,0,0,0,0,35;59;27,NA,NA,121,0,0,0,1,1,0,0,0,0,0,0,0
2025,1,LA,REG,HOU,21,29,245,1,0,3,-21,0,0,226,68,13,6.090108857,5.381516899,0,25,72,1,1,0,4,-6.282822541,0,21,28,245,1,1,1,226,68,13,9.375737025,0,0,38,2,26,3,37,1,3,37,7,1,0,4,0,0,0,0,1,2,1,1,0,7,60,2,2,21,2,60,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2,2,0,0,1,0,0,0,0,0
2025,1,LAC,REG,KC,25,34,318,3,0,3,-14,0,0,342,134,16,17.56726216,5.788767951,0,25,90,0,0,0,6,-0.231396482,0,25,34,318,3,1,0,342,134,16,21.65659198,0,0,36,0,24,3,10,0,2,9,8,0,0,4,0,0,0,0,0,0,0,0,0,6,49,1,0,0,3,67,2,2,0,0,39,1,0,0,2,0,0,0,0,0,0,0,0,0,39;36,NA,NA,75,0,0,3,3,0,0,1,0,0,0,0,0
2025,1,LV,REG,NE,24,34,362,1,1,4,-29,0,0,350,140,17,14.94532781,9.620190028,0,24,56,1,0,0,3,-7.367797683,0,24,33,362,1,0,0,350,140,17,20.02049293,0,0,40,2,34,6,18,1,4,11,9,1,0,4,0,0,0,0,0,0,0,0,0,9,77,5,1,13,3,96,2,3,1,0,51,0.666666667,0,0,0,1,1,0,0,0,0,0,1,0,51;40,58,NA,91,58,0,2,2,0,0,1,0,0,0,0,0
2025,1,MIA,REG,IND,19,31,146,1,2,3,-13,1,1,234,79,9,-16.14256922,-6.799554536,1,12,78,0,0,0,3,4.071838028,0,19,31,146,1,0,0,234,79,9,-7.430538103,1,0,44,3,35,4,17,0,1,10,2,0,0,4,0,0,0,0,0,0,0,0,0,3,15,5,0,0,7,169,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0
2025,1,MIN,REG,CHI,13,20,143,2,1,3,-9,0,0,117,68,5,-9.816290899,-3.260940611,1,26,120,1,0,0,6,0.795088827,0,13,20,143,2,0,0,117,68,5,-4.71552129,1,0,40,1,25,6,23,1,2,12,3,0,0,3,0,0,0,0,0,0,1,1,0,8,50,5,4,68,5,133,2,2,0,0,59,1,0,0,1,0,1,0,0,0,0,0,0,0,31;59,NA,NA,90,0,0,1,1,0,0,1,0,0,0,0,0
2025,1,NE,REG,LV,30,46,287,1,1,4,-11,1,0,353,114,15,-0.325632443,2.388444874,0,18,60,0,0,0,2,-4.16751967,0,30,45,287,1,0,0,353,114,15,5.518519192,0,0,35,6,30,10,30,0,4,29,9,1,1,5,0,0,0,0,1,1,0,0,0,8,70,5,2,16,4,111,2,3,1,0,44,0.666666667,0,0,1,1,0,0,0,0,0,1,0,0,35;44,40,NA,79,40,0,1,1,0,0,1,0,0,0,0,0
2025,1,NO,REG,ARI,27,46,214,0,0,1,-6,0,0,336,85,12,-3.940861125,-4.958502839,0,22,107,1,0,0,5,0.802369574,0,27,41,214,0,0,0,336,85,12,2.362050597,0,0,42,1,27,7,36,0,5,33,5,0,0,5,0,0,0,0,0,0,0,0,0,13,89,3,2,18,5,128,2,3,1,0,36,0.666666667,0,1,1,0,0,0,0,0,1,0,0,0,36;28,37,NA,64,37,0,1,1,0,0,1,0,0,0,0,0
2025,1,NYG,REG,WAS,17,37,168,0,0,2,-11,0,0,226,84,9,-11.39383654,-13.45790112,0,23,74,0,1,0,4,-3.55586418,0,17,32,168,0,0,0,226,84,9,-4.414557021,0,0,31,1,39,3,14,0,3,21,5,0,0,3,0,0,0,0,1,1,0,0,0,6,35,5,3,24,2,41,2,2,0,0,55,1,0,1,0,0,1,0,0,0,0,0,0,0,21;55,NA,NA,76,0,0,0,0,0,0,NA,0,0,0,0,0
2025,1,NYJ,REG,PIT,16,22,218,1,0,1,-6,0,0,169,76,9,10.05393822,10.39640336,0,39,182,3,0,0,13,3.512469,0,16,21,218,1,0,0,169,76,9,12.38419676,0,0,33,0,30,7,34,2,4,26,7,0,0,4,0,0,0,0,0,0,0,0,0,7,74,4,2,19,7,206,2,2,0,0,51,1,0,0,1,0,1,0,0,0,0,0,0,0,35;51,NA,NA,86,0,0,2,2,0,0,1,0,0,0,0,0
2025,1,PHI,REG,DAL,19,23,152,0,0,1,-8,0,0,112,61,6,1.590752036,21.80630878,0,38,158,3,0,0,14,6.04487541,0,19,20,152,0,0,0,112,61,6,5.758010305,0,0,32,2,26,3,8,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,9,110,3,0,0,2,32,1,1,0,0,58,1,0,0,0,0,1,0,0,0,0,0,0,0,58,NA,NA,58,0,0,3,3,0,0,1,0,0,0,0,0
2025,1,PIT,REG,NYJ,22,30,244,4,0,4,-26,0,0,139,173,14,10.20475525,6.350380902,0,20,53,0,1,0,2,-3.050869214,0,22,29,244,4,0,0,139,173,14,16.35746969,0,0,45,5,25,6,20,1,1,6,6,0,0,4,0,0,0,0,2,2,1,1,0,4,26,4,0,0,6,165,2,2,0,0,60,1,0,0,0,0,1,1,0,0,0,0,0,0,56;60,NA,NA,116,0,0,4,4,0,0,1,0,0,0,0,0
2025,1,SEA,REG,SF,16,23,150,0,0,1,-4,1,1,197,47,7,-6.831034911,7.339647954,0,26,84,1,0,0,6,-2.973436875,0,16,22,150,0,2,1,197,47,7,-5.419835606,0,0,43,4,38,7,22,0,1,12,8,2,7,4,0,0,0,8,0,0,0,0,0,4,30,5,1,12,2,59,2,2,0,0,48,1,0,0,1,1,0,0,0,0,0,0,0,0,48;37,NA,NA,85,0,0,1,1,0,0,1,0,0,0,0,0
2025,1,SF,REG,SEA,26,35,277,2,2,1,-12,0,0,260,121,15,13.32988416,15.34145816,0,36,119,0,0,0,7,-5.458840667,0,26,34,277,2,0,0,260,121,15,16.50143826,0,0,36,1,19,7,21,2,1,4,2,0,0,3,0,1,0,0,1,1,2,2,0,9,61,2,4,39,2,40,1,3,1,1,32,0.333333333,0,0,1,0,0,0,0,1,0,0,0,0,32,27,36,32,27,36,2,2,0,0,1,0,0,0,0,0
2025,1,TB,REG,ATL,17,32,167,3,0,1,-8,0,0,334,45,10,5.766234404,-10.4013135,0,23,101,0,0,0,6,0.50599955,0,17,30,167,3,0,0,334,45,10,7.285032267,0,0,41,2,34,7,18,0,1,9,4,0,0,6,0,0,0,0,0,0,0,0,0,5,60,5,1,54,3,81,1,2,1,0,48,0.5,0,0,0,1,0,0,0,0,0,1,0,0,48,44,NA,48,44,0,2,3,1,0,0.666666667,0,0,0,0,0
2025,1,TEN,REG,DEN,12,28,112,0,0,6,-50,1,1,294,64,5,-13.38945842,-12.59703183,0,21,71,0,1,1,2,-9.176746261,0,12,25,112,0,0,0,294,64,5,-0.873451538,0,0,43,3,29,4,15,1,1,10,5,2,16,5,0,0,0,0,0,0,2,2,0,13,131,5,1,12,4,144,4,4,0,0,50,1,0,0,2,1,1,0,0,0,0,0,0,0,50;33;42;35,NA,NA,160,0,0,0,0,0,0,NA,0,0,0,0,0
2025,1,WAS,REG,NYG,19,30,233,1,0,3,-21,0,0,279,97,11,1.364757596,-1.289084348,0,32,220,2,0,0,11,7.834049332,0,19,29,233,1,0,0,279,97,11,8.109852037,0,0,31,2,28,7,19,1,2,11,8,0,0,7,0,0,0,0,0,0,0,0,0,12,89,6,2,0,3,86,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,3,3,0,0,1,0,0,0,0,0
2025,2,ARI,REG,CAR,17,25,220,1,1,1,-9,0,0,160,113,10,6.139767759,0.763731837,0,22,82,1,0,0,5,-0.170235733,0,17,25,220,1,0,0,160,113,10,8.406594366,0,0,44,2,30,6,33,1,3,25,10,1,4,9,0,0,0,0,0,0,1,1,1,12,96,3,1,29,4,87,2,2,0,0,47,1,0,1,0,1,0,0,0,0,0,0,0,0,29;47,NA,NA,76,0,0,3,3,0,0,1,0,0,0,0,0
2025,2,ATL,REG,MIN,13,21,135,0,0,3,-27,0,0,132,59,5,-3.24417159,-7.45016152,0,39,218,1,0,0,12,6.123848628,0,13,21,135,0,1,1,132,59,5,-3.902174276,0,0,29,0,28,5,29,1,6,38,11,2,0,4,0,0,0,0,0,0,2,2,0,5,29,4,0,0,1,21,5,5,0,0,54,1,0,1,3,0,1,0,0,0,0,0,0,0,38;29;33;33;54,NA,NA,187,0,0,1,1,0,0,1,0,0,0,0,0
2025,2,BAL,REG,CLE,19,29,225,4,0,3,-28,0,0,273,66,10,9.342703126,6.713613336,0,21,45,0,1,0,2,-3.09726037,0,19,28,225,4,0,0,273,66,10,14.27283747,0,0,41,3,27,7,22,1,2,11,9,1,61,5,0,0,0,5,1,1,1,1,1,6,28,4,1,23,3,79,2,2,0,0,43,1,0,0,1,1,0,0,0,0,0,0,0,0,43;32,NA,NA,75,0,0,5,5,0,0,1,0,0,0,0,0
2025,2,BUF,REG,NYJ,15,27,180,0,0,1,-1,0,0,146,105,9,0.272271557,-9.081467152,0,43,224,3,1,0,12,9.725426064,0,15,25,180,0,0,0,146,105,9,4.454938826,0,0,31,2,20,5,37,3,4,29,7,0,0,4,0,0,0,0,1,1,1,1,0,6,69,4,4,22,2,47,3,3,0,0,52,1,0,1,1,0,1,0,0,0,0,0,0,0,28;52;33,NA,NA,113,0,0,3,3,0,0,1,0,0,0,0,0
2025,2,CAR,REG,ARI,35,55,328,3,1,3,-25,1,1,375,150,19,3.234232909,-2.349366501,0,19,49,0,0,0,4,-4.658607418,0,35,53,328,3,0,0,375,150,19,14.79976581,0,0,31,1,23,4,17,0,1,9,4,1,0,5,0,0,0,0,0,0,0,0,0,7,83,5,1,12,5,113,1,1,0,0,27,1,0,1,0,0,0,0,0,0,0,0,0,0,27,NA,NA,27,0,0,1,1,0,0,1,0,0,0,0,0
2025,2,CHI,REG,DET,21,33,234,2,1,4,-29,0,0,337,87,11,-0.069212794,-5.176978671,0,27,134,1,2,1,8,-10.55241193,0,21,33,234,2,0,0,337,87,11,6.598584875,0,0,38,4,24,4,15,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,8,50,1,2,16,8,215,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,3,3,0,0,1,0,0,0,0,0
2025,2,CIN,REG,JAX,28,45,317,3,3,3,-15,0,0,360,131,17,-1.828217888,2.383185958,0,17,48,1,0,0,5,1.362428374,0,28,43,317,3,0,0,360,131,17,3.907746544,0,0,43,0,26,2,14,0,1,10,4,2,4,8,0,0,0,0,0,0,0,0,0,3,29,3,1,11,6,154,1,1,0,0,31,1,0,0,1,0,0,0,0,0,0,0,0,0,31,NA,NA,31,0,0,4,4,0,0,1,0,0,0,0,0
2025,2,CLE,REG,BAL,28,48,218,2,1,2,-11,1,1,312,96,10,-23.3165189,-0.200864527,0,22,115,0,0,0,7,4.384331928,0,28,41,218,2,0,0,312,96,10,-7.277298573,0,0,25,3,29,5,25,1,3,28,5,0,0,5,0,0,0,0,0,0,0,0,0,6,42,2,1,0,5,94,1,1,0,0,38,1,0,0,1,0,0,0,0,0,0,0,0,0,38,NA,NA,38,0,0,2,2,0,0,1,0,0,0,0,0
2025,2,DAL,REG,NYG,38,52,361,2,1,3,-18,0,0,350,147,18,10.09848766,2.101741215,0,28,135,2,1,0,9,0.998315427,0,38,52,361,2,0,0,350,147,18,14.75454558,0,0,37,1,43,4,21,0,2,14,6,1,0,2,0,0,0,0,1,2,0,0,0,12,106,7,1,2,9,209,4,4,0,0,64,1,0,0,0,2,1,1,0,0,0,0,0,0,51;44;64;46,NA,NA,205,0,0,4,4,0,0,1,1,1,0,0,46
2025,2,DEN,REG,IND,22,30,206,3,1,0,0,0,0,147,123,11,8.34534349,0.991099775,0,24,118,1,0,0,7,2.012989828,0,22,30,206,3,0,0,147,123,11,8.34534349,0,0,43,0,36,3,17,0,1,10,6,0,0,5,0,0,0,0,0,0,0,0,0,8,83,3,0,0,5,122,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,42,NA,0,42,0,4,4,0,0,1,0,0,0,0,0
2025,2,DET,REG,CHI,23,28,334,5,0,0,0,0,0,274,165,15,24.1034203,14.94241634,0,30,177,2,0,0,10,-0.352986505,0,23,28,334,5,0,0,274,165,15,24.1034203,0,0,45,1,25,5,30,1,4,29,4,1,0,5,0,0,0,0,0,0,1,1,0,3,28,3,3,19,2,48,1,2,1,0,34,0.5,0,0,1,0,0,0,0,0,0,0,1,0,34,55,NA,34,55,0,7,7,0,0,1,0,0,0,0,0
2025,2,GB,REG,WAS,19,31,292,2,0,2,-23,0,0,408,130,14,6.66238021,10.36571275,0,30,135,1,0,0,6,1.242463861,0,19,27,292,2,0,0,408,130,14,13.83899421,0,0,42,0,18,3,10,0,4,21,12,0,0,8,0,0,0,0,0,0,0,0,0,10,77,2,3,1,2,57,2,3,1,0,56,0.666666667,0,1,0,0,1,0,0,0,0,1,0,0,22;56,48,NA,78,48,0,3,3,0,0,1,0,0,0,0,0
2025,2,HOU,REG,TB,13,24,207,1,0,3,-25,0,0,195,124,7,-4.481482617,-9.786830648,0,19,84,1,0,0,3,1.47346494,0,13,23,207,1,0,0,195,124,7,3.695639669,0,0,50,3,15,6,26,1,4,24,6,0,0,3,0,0,0,1,0,0,0,0,0,6,45,2,3,67,4,107,2,2,0,0,53,1,0,0,1,0,1,0,0,0,0,0,0,0,35;53,NA,NA,88,0,0,1,1,0,0,1,0,0,0,0,0
2025,2,IND,REG,DEN,23,34,316,1,0,1,-10,0,0,329,131,16,10.95338626,4.973926057,0,32,167,1,0,0,6,-0.895030925,0,23,33,316,1,0,0,329,131,16,13.85934271,0,0,34,2,22,5,8,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,11,68,4,2,4,5,140,5,5,0,0,45,1,0,2,2,1,0,0,0,0,0,0,0,0,29;33;36;28;45,NA,NA,171,0,0,2,2,0,0,1,1,1,0,0,45
2025,2,JAX,REG,CIN,24,42,271,3,2,1,-10,0,0,308,153,15,5.005488552,-4.982346514,0,27,139,0,1,0,6,1.500176879,0,24,41,271,3,0,0,308,153,15,5.674372816,0,0,37,2,24,6,19,0,3,15,9,3,73,12,0,0,0,0,1,1,0,0,0,6,55,5,2,19,4,101,2,2,0,0,42,1,0,1,0,1,0,0,0,0,0,0,0,0,42;25,NA,NA,67,0,0,3,3,0,0,1,0,0,0,0,0
2025,2,KC,REG,PHI,16,29,187,1,1,2,-14,0,0,309,68,7,-7.153565411,-5.841067639,0,26,121,1,1,0,9,-0.558193235,0,16,29,187,1,0,0,309,68,7,-3.537535088,0,0,37,0,30,5,11,0,1,4,3,0,0,4,0,0,0,0,1,1,0,0,0,6,45,4,2,42,4,95,1,2,1,0,56,0.5,0,0,0,0,1,0,0,0,0,0,1,0,56,58,NA,56,58,0,2,2,0,0,1,0,0,0,0,0
2025,2,LA,REG,TEN,23,33,298,2,1,1,-8,0,0,262,132,12,9.77997059,10.76535657,0,25,149,2,0,0,8,6.44117179,0,23,32,298,2,0,0,262,132,12,11.93945071,0,0,41,5,23,6,33,1,5,32,8,0,0,4,0,0,0,0,1,1,1,1,0,4,29,5,2,14,3,80,2,2,0,0,21,1,0,2,0,0,0,0,0,0,0,0,0,0,21;21,NA,NA,42,0,0,3,4,0,1,0.75,0,0,0,0,0
2025,2,LAC,REG,LV,19,27,242,2,0,2,-6,0,0,244,84,8,10.16812541,0.331745987,0,26,81,0,2,1,8,-15.54551153,0,19,27,242,2,0,0,244,84,8,12.58857825,0,0,38,3,23,6,45,0,3,30,5,3,8,15,0,0,0,0,1,3,0,0,0,6,33,3,1,7,3,80,2,2,0,0,38,1,0,1,1,0,0,0,0,0,0,0,0,0,38;20,NA,NA,58,0,0,2,2,0,0,1,0,0,0,0,0
